[2025-07-10 14:04:28] [INFO    ] discord.client: logging in using static token
[2025-07-10 14:04:29] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_CREATE', 's': 2, 'op': 0, 'd': {'nsfw_level': 0, 'system_channel_id': '1392891861718269994', 'premium_progress_bar_enabled': False, 'nsfw': False, 'owner_id': '876561372354318396', 'stickers': [], 'region': 'deprecated', 'profile': None, 'activity_instances': [], 'member_count': 2, 'id': '1392891861256900628', 'name': "Jayden's server", 'latest_onboarding_question_id': None, 'splash': None, 'vanity_url_code': None, 'members': [{'user': {'username': 'bjhuygfrde56f7gyhu', 'public_flags': 0, 'primary_guild': None, 'id': '1392892093902360626', 'global_name': None, 'display_name': None, 'discriminator': '2114', 'collectibles': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'roles': ['1392893109003878464'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-07-10T15:39:56.068867+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}], 'joined_at': '2025-07-10T15:39:56.068867+00:00', 'threads': [], 'home_header': None, 'public_updates_channel_id': None, 'max_members': 2500000, 'large': False, 'unavailable': False, 'default_message_notifications': 0, 'incidents_data': None, 'application_command_counts': {}, 'description': None, 'hub_type': None, 'premium_subscription_count': 0, 'discovery_splash': None, 'mfa_level': 0, 'preferred_locale': 'en-US', 'explicit_content_filter': 0, 'banner': None, 'owner_configured_content_level': 0, 'icon': None, 'guild_scheduled_events': [], 'premium_tier': 0, 'features': [], 'max_stage_video_channel_users': 50, 'channels': [{'version': 1752161698518, 'type': 4, 'position': 0, 'permission_overwrites': [], 'name': 'Text Channels', 'id': '1392891861718269992', 'flags': 0}, {'version': 1752161698522, 'type': 4, 'position': 0, 'permission_overwrites': [], 'name': 'Voice Channels', 'id': '1392891861718269993', 'flags': 0}, {'version': 1752161698528, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 0, 'permission_overwrites': [], 'parent_id': '1392891861718269992', 'name': 'general', 'last_message_id': '1392940754388779028', 'id': '1392891861718269994', 'icon_emoji': {'name': '👋', 'id': None}, 'flags': 0}, {'version': 1752161698538, 'user_limit': 0, 'type': 2, 'rtc_region': None, 'rate_limit_per_user': 0, 'position': 0, 'permission_overwrites': [], 'parent_id': '1392891861718269993', 'name': 'General', 'last_message_id': None, 'id': '1392891861718269995', 'icon_emoji': {'name': '🎙', 'id': None}, 'flags': 0, 'bitrate': 64000}], 'inventory_settings': None, 'application_id': None, 'lazy': True, 'stage_instances': [], 'max_video_channel_users': 25, 'rules_channel_id': None, 'system_channel_flags': 0, 'moderator_reporting': None, 'afk_channel_id': None, 'emojis': [], 'safety_alerts_channel_id': None, 'embedded_activities': [], 'presences': [], 'soundboard_sounds': [], 'version': 1752169742706, 'verification_level': 0, 'voice_states': [], 'premium_features': None, 'afk_timeout': 300, 'roles': [{'version': 1752161698509, 'unicode_emoji': None, 'tags': {}, 'position': 0, 'permissions': '2248473465835073', 'name': '@everyone', 'mentionable': False, 'managed': False, 'id': '1392891861256900628', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 0}, 'color': 0}, {'version': 1752161995989, 'unicode_emoji': None, 'tags': {'bot_id': '1392892093902360626'}, 'position': 1, 'permissions': '8', 'name': 'bjhuygfrde56f7gyhu', 'mentionable': False, 'managed': True, 'id': '1392893109003878464', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 0}, 'color': 0}, {'version': 1752170504525, 'unicode_emoji': None, 'tags': {}, 'position': 1, 'permissions': '0', 'name': 'hi', 'mentionable': False, 'managed': False, 'id': '1392928796755103774', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 3343433}, 'color': 3343433}, {'version': 1752170511422, 'unicode_emoji': None, 'tags': {}, 'position': 1, 'permissions': '0', 'name': 'hello', 'mentionable': False, 'managed': False, 'id': '1392928825725292564', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 3359795}, 'color': 3359795}, {'version': 1752170683267, 'unicode_emoji': None, 'tags': {}, 'position': 1, 'permissions': '0', 'name': 'poirewr', 'mentionable': False, 'managed': False, 'id': '1392929546478555247', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 4478259}, 'color': 4478259}, {'version': 1752170872223, 'unicode_emoji': None, 'tags': {}, 'position': 1, 'permissions': '0', 'name': 'poirewr', 'mentionable': False, 'managed': False, 'id': '1392930339025977555', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 3425075}, 'color': 3425075}, {'version': 1752170897344, 'unicode_emoji': None, 'tags': {}, 'position': 1, 'permissions': '0', 'name': 'didifif', 'mentionable': False, 'managed': False, 'id': '1392930444382703747', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 4478259}, 'color': 4478259}, {'version': 1752171649758, 'unicode_emoji': None, 'tags': {}, 'position': 1, 'permissions': '0', 'name': 'hell', 'mentionable': False, 'managed': False, 'id': '1392933600206262313', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 0}, 'color': 0}]}}
[2025-07-10 14:04:29] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-10 14:04:29] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_MEMBERS_CHUNK', 's': 3, 'op': 0, 'd': {'nonce': '7414fddcce94c59c531a0655e2f0ab2e', 'members': [{'user': {'username': 'jaydenpoopy', 'public_flags': 64, 'primary_guild': None, 'id': '876561372354318396', 'global_name': 'Jayden', 'display_name': 'Jayden', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': 'b00837b7231b2b6bad16216f95d385d9'}, 'roles': ['1392933600206262313'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-07-10T15:34:58.425000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'bjhuygfrde56f7gyhu', 'public_flags': 0, 'primary_guild': None, 'id': '1392892093902360626', 'global_name': None, 'display_name': None, 'discriminator': '2114', 'collectibles': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'roles': ['1392893109003878464'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-07-10T15:39:56.068867+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}], 'guild_id': '1392891861256900628', 'chunk_index': 0, 'chunk_count': 1}}
[2025-07-10 14:04:29] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-10 14:04:29] [DEBUG   ] discord.state: Processed a chunk for 2 members in guild ID 1392891861256900628.
[2025-07-10 14:04:31] [DEBUG   ] discord.client: Dispatching event guild_available
[2025-07-10 14:04:31] [DEBUG   ] discord.client: Dispatching event ready
[2025-07-10 14:04:40] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 4, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-07-10T19:04:42.386000+00:00', 'pinned': False, 'nonce': '1392944634254065664', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1392933600206262313'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-07-10T15:34:58.425000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1392944642307395817', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '!work', 'components': [], 'channel_type': 0, 'channel_id': '1392891861718269994', 'author': {'username': 'jaydenpoopy', 'public_flags': 64, 'primary_guild': None, 'id': '876561372354318396', 'global_name': 'Jayden', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': 'b00837b7231b2b6bad16216f95d385d9'}, 'attachments': [], 'guild_id': '1392891861256900628'}}
[2025-07-10 14:04:40] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-10 14:04:40] [DEBUG   ] discord.client: Dispatching event message
[2025-07-10 14:04:40] [DEBUG   ] discord.client: Dispatching event command
[2025-07-10 14:04:40] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 5, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-07-10T19:04:42.614000+00:00', 'pinned': False, 'nonce': '7762103301766194796', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1392893109003878464'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-07-10T15:39:56.068867+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1392944643263434806', 'flags': 0, 'embeds': [{'type': 'rich', 'title': 'i dont understand', 'id': '1392944643263434807', 'description': 'you have to put a word after the command, use `!work help` for more info', 'content_scan_version': 0, 'color': 16711680}], 'edited_timestamp': None, 'content': '', 'components': [], 'channel_type': 0, 'channel_id': '1392891861718269994', 'author': {'username': 'bjhuygfrde56f7gyhu', 'public_flags': 0, 'primary_guild': None, 'id': '1392892093902360626', 'global_name': None, 'display_name_styles': None, 'discriminator': '2114', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'guild_id': '1392891861256900628'}}
[2025-07-10 14:04:40] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-10 14:04:40] [DEBUG   ] discord.client: Dispatching event message
[2025-07-10 14:04:41] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1392891861718269994/messages with {"embeds":[{"flags":0,"color":16711680,"type":"rich","description":"\nyou have to put a word after the command, use `!work help` for more info","title":"i dont understand"}],"content":null,"components":[],"nonce":"7762103301766194796","enforce_nonce":true,"tts":false} has returned 200
[2025-07-10 14:04:41] [DEBUG   ] discord.http: POST /channels/{channel_id}/messages has found its initial rate limit bucket hash (3df15bae86f6647dd4dfcbd5c6949480).
[2025-07-10 14:04:41] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1392891861718269994/messages has received {'type': 0, 'content': '', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [{'type': 'rich', 'title': 'i dont understand', 'description': 'you have to put a word after the command, use `!work help` for more info', 'color': 16711680, 'content_scan_version': 0}], 'timestamp': '2025-07-10T19:04:42.614000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1392944643263434806', 'channel_id': '1392891861718269994', 'author': {'id': '1392892093902360626', 'username': 'bjhuygfrde56f7gyhu', 'avatar': None, 'discriminator': '2114', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '7762103301766194796'}
[2025-07-10 14:04:41] [DEBUG   ] discord.client: Dispatching event command_error
[2025-07-10 14:04:43] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 6, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-07-10T19:04:45.361000+00:00', 'pinned': False, 'nonce': '1392944647302545408', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1392933600206262313'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-07-10T15:34:58.425000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1392944654785183925', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '!work help', 'components': [], 'channel_type': 0, 'channel_id': '1392891861718269994', 'author': {'username': 'jaydenpoopy', 'public_flags': 64, 'primary_guild': None, 'id': '876561372354318396', 'global_name': 'Jayden', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': 'b00837b7231b2b6bad16216f95d385d9'}, 'attachments': [], 'guild_id': '1392891861256900628'}}
[2025-07-10 14:04:43] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-10 14:04:43] [DEBUG   ] discord.client: Dispatching event message
[2025-07-10 14:04:43] [DEBUG   ] discord.client: Dispatching event command
[2025-07-10 14:04:43] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 7, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-07-10T19:04:45.542000+00:00', 'pinned': False, 'nonce': '13126020208312788045', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1392893109003878464'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-07-10T15:39:56.068867+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1392944655544483900', 'flags': 0, 'embeds': [{'type': 'rich', 'title': 'work command guide', 'id': '1392944655544483901', 'description': 'to start your work session, use `!work start`\n to end a work session use `!work end` \nuse `!leaderboard` to see the leaderboard', 'content_scan_version': 0, 'color': 65280}], 'edited_timestamp': None, 'content': '', 'components': [], 'channel_type': 0, 'channel_id': '1392891861718269994', 'author': {'username': 'bjhuygfrde56f7gyhu', 'public_flags': 0, 'primary_guild': None, 'id': '1392892093902360626', 'global_name': None, 'display_name_styles': None, 'discriminator': '2114', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'guild_id': '1392891861256900628'}}
[2025-07-10 14:04:43] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-10 14:04:43] [DEBUG   ] discord.client: Dispatching event message
[2025-07-10 14:04:43] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1392891861718269994/messages with {"embeds":[{"flags":0,"color":65280,"type":"rich","description":"\n\nto start your work session, use `!work start`\n to end a work session use `!work end` \nuse `!leaderboard` to see the leaderboard","title":"work command guide"}],"content":null,"components":[],"nonce":"13126020208312788045","enforce_nonce":true,"tts":false} has returned 200
[2025-07-10 14:04:43] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1392891861718269994/messages has received {'type': 0, 'content': '', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [{'type': 'rich', 'title': 'work command guide', 'description': 'to start your work session, use `!work start`\n to end a work session use `!work end` \nuse `!leaderboard` to see the leaderboard', 'color': 65280, 'content_scan_version': 0}], 'timestamp': '2025-07-10T19:04:45.542000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1392944655544483900', 'channel_id': '1392891861718269994', 'author': {'id': '1392892093902360626', 'username': 'bjhuygfrde56f7gyhu', 'avatar': None, 'discriminator': '2114', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '13126020208312788045'}
[2025-07-10 14:04:43] [DEBUG   ] discord.client: Dispatching event command_completion
[2025-07-10 14:04:46] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 8, 'op': 0, 'd': {'user_id': '876561372354318396', 'timestamp': 1752174288, 'member': {'user': {'username': 'jaydenpoopy', 'public_flags': 64, 'primary_guild': None, 'id': '876561372354318396', 'global_name': 'Jayden', 'display_name': 'Jayden', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': 'b00837b7231b2b6bad16216f95d385d9'}, 'roles': ['1392933600206262313'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-07-10T15:34:58.425000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '1392891861718269994', 'guild_id': '1392891861256900628'}}
[2025-07-10 14:04:46] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-10 14:04:46] [DEBUG   ] discord.client: Dispatching event typing
[2025-07-10 14:04:46] [DEBUG   ] discord.client: Dispatching event raw_typing
[2025-07-10 14:04:48] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 9, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-07-10T19:04:50.327000+00:00', 'pinned': False, 'nonce': '1392944662431399936', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1392933600206262313'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-07-10T15:34:58.425000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1392944675614363748', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '!work start', 'components': [], 'channel_type': 0, 'channel_id': '1392891861718269994', 'author': {'username': 'jaydenpoopy', 'public_flags': 64, 'primary_guild': None, 'id': '876561372354318396', 'global_name': 'Jayden', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': 'b00837b7231b2b6bad16216f95d385d9'}, 'attachments': [], 'guild_id': '1392891861256900628'}}
[2025-07-10 14:04:48] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-10 14:04:48] [DEBUG   ] discord.client: Dispatching event message
[2025-07-10 14:04:48] [DEBUG   ] discord.client: Dispatching event command
[2025-07-10 14:04:48] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 10, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-07-10T19:04:50.519000+00:00', 'pinned': False, 'nonce': '346985337210071175', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1392893109003878464'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-07-10T15:39:56.068867+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1392944676419407982', 'flags': 0, 'embeds': [{'type': 'rich', 'title': 'started working', 'id': '1392944676419407983', 'description': "<@876561372354318396> started a work session! you guys should join too :3 \nuse `!work end` to end the session\nuse `!checktime` to see how much you've been working", 'content_scan_version': 0, 'color': 14189554}], 'edited_timestamp': None, 'content': '', 'components': [], 'channel_type': 0, 'channel_id': '1392891861718269994', 'author': {'username': 'bjhuygfrde56f7gyhu', 'public_flags': 0, 'primary_guild': None, 'id': '1392892093902360626', 'global_name': None, 'display_name_styles': None, 'discriminator': '2114', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'guild_id': '1392891861256900628'}}
[2025-07-10 14:04:48] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-10 14:04:48] [DEBUG   ] discord.client: Dispatching event message
[2025-07-10 14:04:48] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1392891861718269994/messages with {"embeds":[{"flags":0,"color":14189554,"type":"rich","description":"<@876561372354318396> started a work session! you guys should join too :3 \nuse `!work end` to end the session\nuse `!checktime` to see how much you've been working","title":"started working"}],"content":null,"components":[],"nonce":"346985337210071175","enforce_nonce":true,"tts":false} has returned 200
[2025-07-10 14:04:48] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1392891861718269994/messages has received {'type': 0, 'content': '', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [{'type': 'rich', 'title': 'started working', 'description': "<@876561372354318396> started a work session! you guys should join too :3 \nuse `!work end` to end the session\nuse `!checktime` to see how much you've been working", 'color': 14189554, 'content_scan_version': 0}], 'timestamp': '2025-07-10T19:04:50.519000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1392944676419407982', 'channel_id': '1392891861718269994', 'author': {'id': '1392892093902360626', 'username': 'bjhuygfrde56f7gyhu', 'avatar': None, 'discriminator': '2114', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '346985337210071175'}
[2025-07-10 14:04:48] [DEBUG   ] discord.client: Dispatching event command_completion
[2025-07-10 14:04:52] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 11, 'op': 0, 'd': {'user_id': '876561372354318396', 'timestamp': 1752174294, 'member': {'user': {'username': 'jaydenpoopy', 'public_flags': 64, 'primary_guild': None, 'id': '876561372354318396', 'global_name': 'Jayden', 'display_name': 'Jayden', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': 'b00837b7231b2b6bad16216f95d385d9'}, 'roles': ['1392933600206262313'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-07-10T15:34:58.425000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '1392891861718269994', 'guild_id': '1392891861256900628'}}
